data/pokemon/dex_text.asm									
_BulbasaurDexEntry::				_BulbasaurDexEntry::					
	text	Burrows at high			text	以驚人之勢鑽地覓食。在它			
	next	speed in search			next	通過之後形成的洞穴會被			
	next	of food. The			next	地鼠們當作自己的住處。			
									
	page	tunnels it leaves							
	next	are used as homes							
	next	by DIGLETTs							
	dex				dex				
									
_DrowzeeDexEntry::				_DrowzeeDexEntry::					
	text	If you sleep by			text	如果你每晚與它一起睡覺，			
	next	it all the time,			next	它偶爾會讓你夢見它以前			
	next	it will sometimes			next	吃過的夢。			
									
	page	show you dreams							
	next	it has eaten in							
	next	the past							
	dex				dex				
									
_HypnoDexEntry::				_HypnoDexEntry::					
	text	Avoid eye contact			text	無意中遇到它的時候，若意			
	next	if you come across			next	外和他對上視線會很危險。			
	next	one. It will try			next	它手上的鐘擺會讓人睡著。			
									
	page	to put you to							
	next	sleep by using							
	next	its pendulum							
	dex				dex				
									
_KrabbyDexEntry::				_KrabbyDexEntry::					
	text	Its pincers are			text	鉗子是它強悍的武器，但在			
	next	superb weapons.			next	攻擊時鉗子偶爾會脫落。			
	next	They sometimes			next	脫落後很快會長出新的來。			
									
	page	break off during							
	next	battle, but they							
	next	grow back fast							
	dex				dex				
									
_KinglerDexEntry::				_KinglerDexEntry::					
	text	One claw grew			text	一邊的鉗子很是巨大，雖說			
	next	massively and as			next	硬如鋼鐵還擁有１萬馬力，			
	next	hard as steel.			next	但還是太重了。			
									
	page	It has 10,000-HP							
	next	strength. However,							
	next	it is too heavy							
	dex				dex				
									
_VoltorbDexEntry::				_VoltorbDexEntry::					
	text	It is said to			text	據說它與精靈球相似的外形			
	next	camouflage itself			next	其實是保護色，但它很容易			
	next	as a # BALL. It			next	自爆這一點也出人意料。			
									
	page	will self-destruct							
	next	with very little							
	next	stimulus							
	dex				dex				
									
_ElectrodeDexEntry::				_ElectrodeDexEntry::					
	text	Stores electrical			text	只要受到一點撞擊，			
	next	energy inside its			next	就會由於體內的電能溢位			
	next	body. Even the			next	導致爆炸。			
									
	page	slightest shock							
	next	could trigger a							
	next	huge explosion							
	dex				dex				
									
_ExeggcuteDexEntry::				_ExeggcuteDexEntry::					
	text	The heads attract			text	每一個蛋都相互吸引著			
	next	each other and			next	旋轉。６個蛋湊不齊時			
	next	spin around.			next	它就無法保持平衡。			
									
	page	There must be 6							
	next	heads for it to							
	next	maintain balance							
	dex				dex				
									
_ExeggutorDexEntry::				_ExeggutorDexEntry::					
	text	Its cries are very			text	由於三個頭各自都在思考			
	next	noisy. This is			next	自己喜歡的事情，			
	next	because each of			next	所以它的叫聲非常吵鬧。			
									
	page	the 3 heads thinks							
	next	about whatever it							
	next	likes							
	dex				dex				
									
_CuboneDexEntry::				_CuboneDexEntry::					
	text	Wears the skull			text	它頭上戴著死去母親的			
	next	of its deceased			next	頭骨。它的哭聲會在頭骨裡			
	next	mother. Its cries			next	迴響出悲傷的旋律。			
									
	page	echo inside the							
	next	skull and come out							
	next	as a sad melody							
	dex				dex				
									
_MarowakDexEntry::				_MarowakDexEntry::					
	text	Small and weak,			text	身體曾經又小又弱，			
	next	this #MON is			next	在習慣了使用骨頭戰鬥後			
	next	adept with its			next	才變成了粗暴的性格。			
									
	page	bone club. It has							
	next	grown more vicious							
	next	over the ages							
	dex				dex				
									
_HitmonleeDexEntry::				_HitmonleeDexEntry::					
	text	When kicking, the			text	在踢中敵人的瞬間，			
	next	sole of its foot			next	腳底會變得像鑽石般堅硬，			
	next	turns as hard as			next	將對手踢成碎片。			
									
	page	a diamond on im-							
	next	pact and destroys							
	next	its enemy							
	dex				dex				
									
_HitmonchanDexEntry::				_HitmonchanDexEntry::					
	text	Punches in cork-			text	它的拳擊好似鑽頭一般！			
	next	screw fashion. It			next	在它的攻擊之下，哪怕是			
	next	can punch its way			next	水泥牆也會被鑽出洞來。			
									
	page	through a concrete							
	next	wall in the same							
	next	way as a drill							
	dex				dex				
									
_LickitungDexEntry::				_LickitungDexEntry::					
	text	Its tongue spans			text	它２米長的舌頭比前肢更能			
	next	almost 7 feet and			next	靈活地移動。不知為何，			
	next	moves more freely			next	被它舔到之後會覺得發麻。			
									
	page	than its forelegs.							
	next	Its licks can							
	next	cause paralysis							
	dex				dex				
									
_KoffingDexEntry::				_KoffingDexEntry::					
	text	In hot places, its			text	在炎熱的地方，它體內的			
	next	internal gases			next	氣體會由於膨脹而產生			
	next	could expand and			next	爆炸的危險，需要注意。			
									
	page	explode without							
	next	any warning. Be							
	next	very careful!@@			dex				
									
_WeezingDexEntry::				_WeezingDexEntry::					
	text	It lives and grows			text	它要靠吸收			
	next	by absorbing dust,			next	垃圾裡的毒氣、			
	next	germs and poison			next	細菌和灰塵來維持生命。			
									
	page	gases that are							
	next	contained in toxic							
	next	waste and garbage							
	dex				dex				
									
_RhyhornDexEntry::				_RhyhornDexEntry::					
	text	A #MON with a			text	單細胞的腦子只能思考一件			
	next	one-track mind.			next	事情。一旦它開始猛撞，			
	next	Once it charges,			next	直到睡著前都不會停止。			
									
	page	it won't stop							
	next	running until it							
	next	falls asleep							
	dex				dex				
									
_RhydonDexEntry::				_RhydonDexEntry::					
	text	Walks on its hind			text	可以只用後腿行走，智力也			
	next	legs. Shows signs			next	發達了許多。像盔甲一樣的			
	next	of intelligence.			next	皮膚可以抵擋住岩漿。			
									
	page	Its armor-like							
	next	hide even repels							
	next	molten lava							
	dex				dex				
									
_ChanseyDexEntry::				_ChanseyDexEntry::					
	text	A gentle and kind-			text	性格溫柔的寶可夢，當它			
	next	hearted #MON			next	看到受傷的寶可夢時，會把			
	next	that shares its			next	營養豐富的蛋分給對方。			
									
	page	nutritious eggs							
	next	if it sees an							
	next	injured #MON							
	dex				dex				
									
_TangelaDexEntry::				_TangelaDexEntry::					
	text	Its identity is			text	全身被藍色的蔓藤覆蓋，			
	next	obscured by masses			next	真面目不為人知。據說，它			
	next	of thick, blue			next	的蔓藤會持續不斷地生長。			
									
	page	vines. The vines							
	next	are said to never							
	next	stop growing							
	dex				dex				
									
_KangaskhanDexEntry::				_KangaskhanDexEntry::					
	text	Raises its young			text	在腹部的袋子裡養育自己的			
	next	in its belly			next	寶寶。為了保護寶寶，遇到			
	next	pouch. Won't run			next	什麼樣的敵人都不會退縮。			
									
	page	from any fight							
	next	to keep its young							
	next	protected							
	dex				dex				
									
_HorseaDexEntry::				_HorseaDexEntry::					
	text	If it senses any			text	在感到危險時			
	next	danger, it will			next	會從嘴裡用力地			
	next	vigorously spray			next	噴出水或者特殊的墨汁。			
									
	page	water or a special							
	next	type of ink from							
	next	its mouth							
	dex				dex				
									
_SeadraDexEntry::				_SeadraDexEntry::					
	text	Touching the back			text	摸它的背鰭會導致麻痺。			
	next	fin causes numb-			next	為避免在睡覺時被水沖走，			
	next	ness. It hooks			next	它會用尾巴纏住珊瑚。			
									
	page	its tail to coral							
	next	to stay in place							
	next	while sleeping							
	dex				dex				
									
_GoldeenDexEntry::				_GoldeenDexEntry::					
	text	When it is time			text	到了產卵期你就可以看到			
	next	for them to lay			next	成群的角金魚逆流而行			
	next	eggs, they can be			next	或是攀登瀑布。			
									
	page	seen swimming up							
	next	rivers and falls							
	next	in large groups							
	dex				dex				
									
_SeakingDexEntry::				_SeakingDexEntry::					
	text	It is the male's			text	雄性的職責是			
	next	job to make a			next	用頭上的角			
	next	nest by carving			next	打穿河裡的石頭築巢。			
									
	page	out boulders in a							
	next	stream using the							
	next	horn on its head							
	dex				dex				
									
_StaryuDexEntry::				_StaryuDexEntry::					
	text	As long as the			text	據說只要它身體的中心部分			
	next	center section is			next	還存活著，即使被切成小塊			
	next	unharmed, it can			next	也能再生。			
									
	page	grow back fully							
	next	even if it is							
	next	chopped to bits							
	dex				dex				
									
_StarmieDexEntry::				_StarmieDexEntry::					
	text	The center section			text	據說當被稱為其核心的中心			据说当被称为其核心的中心
	next	is named the core.			next	部分閃爍著七色光芒時，			部分闪烁着七色光芒时，
	next	People think it			next	就代表著它正在傳達資訊。		next	就代表着它正在传达信息。
									
	page	is communicating							
	next	when it glows in							
	next	7 colors			dex				
	dex								
									
_MrMimeDexEntry::				_MrMimeDexEntry::					
	text	Always practices			text	擅長演啞劇，一直在練習。			
	next	its pantomime act.			next	即使空無一物，也能讓人			
	next	It makes enemies			next	覺得那裡真的有東西存在。			
									
	page	believe something							
	next	exists that							
	next	really doesn't							
	dex				dex				
									
_ScytherDexEntry::				_ScytherDexEntry::					
	text	Leaps out of tall			text	突然從草叢裡竄出來，			
	next	grass and slices			next	用鋒利的鐮刀斬砍的樣子			
	next	prey with its			next	彷彿就像是忍者。			
									
	page	scythes. The move-							
	next	ment looks like							
	next	that of a ninja							
	dex				dex				
									
_JynxDexEntry::				_JynxDexEntry::					
	text	Appears to move			text	以獨特的節奏悠然移動，			
	next	to a rhythm of			next	彷彿是在跳舞。走路的姿勢			
	next	its own, as if it			next	如同在扭腰一樣。			
									
	page	were dancing. It							
	next	wiggles its hips							
	next	as it walks							
	dex				dex				
									
_ElectabuzzDexEntry::				_ElectabuzzDexEntry::					
	text	If a major power			text	要是發生了大片的停電，			
	next	outage occurs, it			next	那一定是電擊獸偷偷吃掉了			
	next	is certain that			next	發電站的電能。			
									
	page	this #MON has							
	next	eaten electricity							
	next	at a power plant							
	dex				dex				
									
_MagmarDexEntry::				_MagmarDexEntry::					
	text	Born in an active			text	出生在火山口。因為它的			
	next	volcano. Its body			next	全身都在燃燒，所以人們			
	next	is always cloaked			next	難以分辨它和火球的區別。			
									
	page	in flames, so it							
	next	looks like a big							
	next	ball of fire							
	dex				dex				
									
_PinsirDexEntry::				_PinsirDexEntry::					
	text	Grips its prey in			text	用犄角全力夾擊！由於低溫			
	next	its pincers and			next	會使它無法動彈，所以它會			
	next	squeezes hard! It			next	選擇在溫暖的地方生活。			
									
	page	can't move if it's							
	next	cold, so it lives							
	next	in warm places							
	dex				dex				
									
_TaurosDexEntry::				_TaurosDexEntry::					
	text	A rowdy #MON			text	精力充沛且個性火暴。一旦			
	next	with a lot of			next	開始奔跑，在撞到東西之前			
	next	stamina. Once			next	都不會停下腳步。			
									
	page	running, it won't							
	next	stop until it hits							
	next	something							
	dex				dex				
									
_MagikarpDexEntry::				_MagikarpDexEntry::					
	text	Famous for being			text	因靠不住而出名的寶可夢。			
	next	very unreliable.			next	它們會在海、河、池子、			
	next	It can be found			next	水窪等各種地方游來游去。			
									
	page	swimming in seas,							
	next	lakes, rivers and							
	next	shallow puddles							
	dex				dex				
									
_GyaradosDexEntry::				_GyaradosDexEntry::					
	text	Brutally vicious			text	性格蠻橫愛破壞。在古代，			
	next	and enormously			next	這個恐怖的寶可夢曾有過把			
	next	destructive.			next	整座城市燒成焦土的記錄。			
									
	page	Known for totally							
	next	destroying cities							
	next	in ancient times							
	dex				dex				
									
_LaprasDexEntry::				_LaprasDexEntry::					
	text	A gentle soul that			text	它擁有可以理解人類語言的			
	next	can read the minds			next	溫柔之心。會把人載在背上			
	next	of people. It can			next	渡過大海。			
									
	page	ferry people							
	next	across the sea on							
	next	its back							
	dex				dex				
									
_DittoDexEntry::				_DittoDexEntry::					
	text	When it spots an			text	看到敵人的瞬間身體便如同			
	next	enemy, its body			next	要融化一般開始轉變，幾乎			
	next	transfigures into			next	變身成和對方相同的樣子。			
									
	page	an almost perfect							
	next	copy of its oppo-							
	next	nent							
	dex				dex				
									
_EeveeDexEntry::				_EeveeDexEntry::					
	text	Its genetic code			text	由於基因不穩定，			
	next	is unstable, so it			next	進化的可能多種多樣。			
	next	could evolve in			next	只是生存數量很少。			
									
	page	a variety of ways.							
	next	There are only a							
	next	few alive							
	dex				dex				
									
_VaporeonDexEntry::				_VaporeonDexEntry::					
	text	Its cell structure			text	它的細胞與水分子相似，			
	next	is similar to			next	在它溶入於水後，			
	next	water molecules.			next	你就完全看不見它了。			
									
	page	It will melt away							
	next	and become invis-							
	next	ible in water							
	dex				dex				
									
_JolteonDexEntry::				_JolteonDexEntry::					
	text	A sensitive #-			text	稍微受點刺激			
	next	MON that easily			next	就會大叫或生氣，			
	next	becomes sad or			next	每當心情變化時都會蓄電。			
									
	page	angry. Every time							
	next	its mood changes,							
	next	it charges power							
	dex				dex				
									
_FlareonDexEntry::				_FlareonDexEntry::					
	text	It has a flame			text	體內的火袋能讓它將吸入的			
	next	chamber inside its			next	氣體轉化為１７００度的			
	next	body. It inhales,			next	火焰，接著從口中噴出。			
									
	page	then blows out							
	next	fire that is over							
	next	3,000F degrees							
	dex				dex				
									
_PorygonDexEntry::				_PorygonDexEntry::					
	text	The only #MON			text	人們期待它能成為唯一能夠			
	next	people anticipate			next	飛到宇宙的寶可夢，			
	next	can fly into			next	然而至今也努力未果。			
									
	page	space. None has							
	next	managed the feat							
	next	yet, however							
	dex				dex				
									
_OmanyteDexEntry::				_OmanyteDexEntry::					
	text	An ancient #MON			text	用化石復原出的寶可夢，			
	next	that was recovered			next	靠巧妙地彎曲它的１０條腿			
	next	from a fossil. It			next	在古代的大海裡飄蕩。			
									
	page	swims by cleverly							
	next	twisting its 10							
	next	tentacles about							
	dex				dex				
									
_OmastarDexEntry::				_OmastarDexEntry::					
	text	Sharp beaks ring			text	它擁有鋒利的牙齒，			
	next	its mouth. Its			next	但據說它由於外殼過大，			
	next	shell was too big			next	不易移動而導致滅絕。			
									
	page	for it to move							
	next	freely, so it							
	next	became extinct							
	dex				dex				
									
_KabutoDexEntry::				_KabutoDexEntry::					
	text	A #MON that was			text	由化石復活而成的寶可夢。			
	next	recovered from a			next	在藏匿於海底時似乎會用背			
	next	fossil. It uses			next	上的眼睛觀察周圍的情況。			
									
	page	the eyes on its							
	next	back while hiding							
	next	on the sea floor							
	dex				dex				
									
_KabutopsDexEntry::				_KabutopsDexEntry::					
	text	A slim and fast			text	用纖細的身體快速遊動。			
	next	swimmer. It slices			next	似乎會用鐮刀撕裂獵物			
	next	its prey with its			next	吸取體液。			
									
	page	sharp sickles and							
	next	drinks the body							
	next	fluids							
	dex				dex				
									
_AerodactylDexEntry::				_AerodactylDexEntry::					
	text	A savage #MON			text	透過研究從琥珀中			
	next	that died out in			next	提取出來的基因復活而成，			
	next	ancient times. It			next	是遠古時期的兇惡寶可夢。			
									
	page	was resurrected							
	next	using DNA taken							
	next	from amber							
	dex				dex				
									
_SnorlaxDexEntry::				_SnorlaxDexEntry::					
	text	Will eat anything,			text	就算是有些發黴的食物			
	next	even if the food			next	也能毫不在意地吃完，			
	next	happens to be a			next	並且完全不會吃壞肚子。			
									
	page	little moldy. It							
	next	never gets an							
	next	upset stomach							
	dex				dex				
									
_ArticunoDexEntry::				_ArticunoDexEntry::					
	text	A legendary bird			text	傳說的鳥寶可夢。它能將			
	next	#MON. It			next	日空中的空氣中含有的			
	next	freezes water			next	水分凍結，降下雪花。			
									
	page	that is contained							
	next	in winter air and							
	next	makes it snow							
	dex				dex				
									
_ZapdosDexEntry::				_ZapdosDexEntry::					
	text	This legendary			text	當天空黑暗，落雷不斷時，			
	next	bird #MON is			next	這隻傳說的寶可夢			
	next	said to appear			next	就會出現。			
									
	page	when the sky turns							
	next	dark and lightning							
	next	showers down							
	dex				dex				
									
_MoltresDexEntry::				_MoltresDexEntry::					
	text	A legendary bird			text	傳說的鳥寶可夢。當它揮舞			
	next	#MON. As it			next	起劇烈燃燒著的雙翅，			
	next	flaps its flaming			next	哪怕是夜空也會被點亮。			
									
	page	wings, even the							
	next	night sky will							
	next	turn red							
	dex				dex				
									
_DratiniDexEntry::				_DratiniDexEntry::					
	text	The existence of			text	本被認為只存於幻想之中，			
	next	this mythical			next	直到最近有人將它釣起，			
	next	#MON was only			next	它的存在才得到了證實。			
									
	page	recently confirmed							
	next	by a fisherman							
	next	who caught one							
	dex				dex				
									
_DragonairDexEntry::				_DragonairDexEntry::					
	text	According to a			text	根據目擊者的描述，			
	next	witness, its body			next	哈克龍的身上			
	next	was surrounded by			next	散發著一種神秘的氣場。			
									
	page	a strange aura							
	next	that gave it a							
	next	mystical look							
	dex				dex				
									
_DragoniteDexEntry::				_DragoniteDexEntry::					
	text	It is said that			text	據說它生活在無垠大海的			
	next	this #MON lives			next	某個地方，靠飛行來移動。			
	next	somewhere in the			next	但這也只是一個傳言罷了。			
									
	page	sea and that it							
	next	flies. However, it							
	next	is only a rumor							
	dex				dex				
									
_MewtwoDexEntry::				_MewtwoDexEntry::					
	text	Its DNA is almost			text	超夢的基因幾乎和夢幻			
	next	the same as MEW's.			next	完全一樣，但是大小和性格			
	next	However, its size			next	卻迥異得讓人吃驚。			
									
	page	and disposition							
	next	are vastly dif-							
	next	ferent							
	dex				dex				
									
_MewDexEntry::				_MewDexEntry::					
	text	When viewed			text	用顯微鏡可以看到			
	next	through a micro-			next	它身上極短極細			
	next	scope, this			next	且密集的體毛。			
									
	page	#MON's short,							
	next	fine, delicate							
	next	hair can be seen							
	dex				dex				
end				end					
